"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日","テスト1","テスト2","テスト3"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01810-2","Organic radio-afterglow nanoprobes for cancer theranostics","","","2025/01/12","10","69.3","54"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01816-w","Nanoscale gradient interface for efficient heat transfer","","","2024/03/04","10","29.4","94.4"
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-024-01816-w","Nanoscale gradient interface for efficient heat transfer","","","2024/03/04","10","29.4","94.4"
"6 シミュレーション・理論・データ駆動型手法","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-024-01816-w","Nanoscale gradient interface for efficient heat transfer","","","2024/03/04","10","29.4","94.4"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-024-01840-w","Empowering spintronics with antiferromagnetic diodes","","","2025/12/17","10","95.7","3.7"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01840-w","Empowering spintronics with antiferromagnetic diodes","","","2025/12/17","10","95.7","3.7"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01840-w","Empowering spintronics with antiferromagnetic diodes","","","2025/12/17","10","95.7","3.7"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-024-01835-7","Vacancy-rich β-Li3N solid-state electrolyte","","","2020/01/26","10","59.4","86.2"
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01835-7","Vacancy-rich β-Li3N solid-state electrolyte","","","2020/01/26","10","59.4","86.2"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-024-01835-7","Vacancy-rich β-Li3N solid-state electrolyte","","","2020/01/26","10","59.4","86.2"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01832-w","Avalanche multiplication for quantum dot photodetectors with ultrahigh detectivity","","","2022/09/25","10","51.3","16.5"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01832-w","Avalanche multiplication for quantum dot photodetectors with ultrahigh detectivity","","","2022/09/25","10","51.3","16.5"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01832-w","Avalanche multiplication for quantum dot photodetectors with ultrahigh detectivity","","","2022/09/25","10","51.3","16.5"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01838-4","Renewable hydrogen is having a moment","","","2023/07/26","10","4.5","17.8"
"4 金属・合金・ナノ粒子・触媒材料","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01838-4","Renewable hydrogen is having a moment","","","2023/07/26","10","4.5","17.8"
"13 レビュー・総説・動向分析・社会データ","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-024-01838-4","Renewable hydrogen is having a moment","","","2023/07/26","10","4.5","17.8"
"2 デバイス・機能材料の設計・開発・動作・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01837-5","Solar cells for stored energy","","","2020/09/30","10","95.5","71.7"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-024-01837-5","Solar cells for stored energy","","","2020/09/30","10","95.5","71.7"
"8 デバイス動作・システムレベル評価・応用","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-024-01837-5","Solar cells for stored energy","","","2020/09/30","10","95.5","71.7"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-00913-4","Building devices in magic-angle graphene","","","2020/08/06","10","10.5","68.8"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00913-4","Building devices in magic-angle graphene","","","2020/08/06","10","10.5","68.8"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-021-00913-4","Building devices in magic-angle graphene","","","2020/08/06","10","10.5","68.8"
"2 デバイス・機能材料の設計・開発・動作・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-021-01058-0","Quantum nanoscience","","","2021/05/02","10","26","48.1"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-021-01058-0","Quantum nanoscience","","","2021/05/02","10","26","48.1"
"3 構造評価・表面分析・顕微鏡観察","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-021-01058-0","Quantum nanoscience","","","2021/05/02","10","26","48.1"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-0640-6","Author Correction: Artificial water channels enable fast and selective water permeation through water-wire networks","","","2024/01/10","10","54.7","70.7"
"6 リポソーム・LNP・バイオナノ材料","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-020-0640-6","Author Correction: Artificial water channels enable fast and selective water permeation through water-wire networks","","","2024/01/10","10","54.7","70.7"
"6 シミュレーション・理論・データ駆動型手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0640-6","Author Correction: Artificial water channels enable fast and selective water permeation through water-wire networks","","","2024/01/10","10","54.7","70.7"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0638-0","Reply to: Dirac-point photocurrents due to photothermoelectric effect in non-uniform graphene devices","","","2024/08/18","10","89.9","18.9"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0638-0","Reply to: Dirac-point photocurrents due to photothermoelectric effect in non-uniform graphene devices","","","2024/08/18","10","89.9","18.9"
"5 電気・電子・磁気・光学的測定","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-0638-0","Reply to: Dirac-point photocurrents due to photothermoelectric effect in non-uniform graphene devices","","","2024/08/18","10","89.9","18.9"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","3 カーボンナノ材料（CNT、カーボンドット等）","https://doi.org/10.1038/s41565-020-0664-y","Chemistry under nanoconfinement","","","2023/12/31","10","63.6","39.6"
"3 カーボンナノ材料（CNT、カーボンドット等）","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-0664-y","Chemistry under nanoconfinement","","","2023/12/31","10","63.6","39.6"
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-020-0664-y","Chemistry under nanoconfinement","","","2023/12/31","10","63.6","39.6"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-020-0686-5","Nongjian Tao (1963–2020)","","","2025/06/06","10","8.4","81.1"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-020-0686-5","Nongjian Tao (1963–2020)","","","2025/06/06","10","8.4","81.1"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-020-0686-5","Nongjian Tao (1963–2020)","","","2025/06/06","10","8.4","81.1"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-020-0691-8","Auger processes in a single quantum dot","","","2020/02/10","10","98.1","97.3"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0691-8","Auger processes in a single quantum dot","","","2020/02/10","10","98.1","97.3"
"5 電気・電子・磁気・光学的測定","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-020-0691-8","Auger processes in a single quantum dot","","","2020/02/10","10","98.1","97.3"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-020-0709-2","A gateway to understanding confined ions","","","2021/07/07","10","89.4","5.9"
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-0709-2","A gateway to understanding confined ions","","","2021/07/07","10","89.4","5.9"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0709-2","A gateway to understanding confined ions","","","2021/07/07","10","89.4","5.9"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","12 ナノメディシン・ドラッグデリバリー・バイオ応用","https://doi.org/10.1038/s41565-020-0748-8","Publisher Correction: Programmable multistage drug delivery to lymph nodes","","","2022/05/12","10","55","9.3"
